사업장명,소재지(지번)
황제바지락짬뽕,"경기도 성남시 수정구 사송동 624-12 1, 2층 "
어울림,경기도 성남시 수정구 태평동 6975 지층 
강산,경기도 성남시 수정구 태평동 6975 1층 
매그넘,경기도 성남시 수정구 신흥동 5512 지층 
찌게마을고깃집,경기도 성남시 수정구 신흥동 6906 1층 
둥근달,경기도 성남시 수정구 복정동 689-2 1층 
성남야시장,경기도 성남시 수정구 양지동 876 2층 
오다가다 한잔,경기도 성남시 수정구 신흥동 5626 1층 
신사골 감자탕 태평점,경기도 성남시 수정구 수진동 2962 1층(일부) 
샤브샤브불고기뷔페 주식회사,경기도 성남시 수정구 수진동 3379 114호 
금빛 순대국,경기도 성남시 수정구 태평동 3307-44 1층 
비비큐  성남수진점,경기도 성남시 수정구 수진동 3399 1층 일부 
평창메밀전,경기도 성남시 수정구 수진동 4567-20 1층 
밥마리 김밥,경기도 성남시 수정구 복정동 686-1 1층 
옛날통닭 부뚜막치킨 복정점,경기도 성남시 수정구 복정동 690-6 1층 
하이꼬꼬,경기도 성남시 수정구 태평동 3517 1층 
숙이네 분식,경기도 성남시 수정구 양지동 753 1층 
성호순대국,경기도 성남시 수정구 신흥동 3478 1층 
수진칼국수,경기도 성남시 수정구 수진동 273 1층 
착한우소곱창,경기도 성남시 수정구 단대동 161-7 1층 
솥뚜껑 파전,경기도 성남시 수정구 복정동 689-7 외1필지 1층 
펀비어킹 복정 동서울대점,경기도 성남시 수정구 복정동 690-2 1층 
전사랑,경기도 성남시 수정구 수진동 2950 1층 
맛뜨락포차,경기도 성남시 수정구 수진동 2072 지하1층 
쌈촌,경기도 성남시 수정구 복정동 689-2 2층 
막썰어횟집,경기도 성남시 수정구 신흥동 923-1 1층 
청계산손두부,경기도 성남시 수정구 상적동 9-10 1층 
황제 삼계탕 전문점,경기도 성남시 수정구 사송동 649-4 
매하꼬치,경기도 성남시 수정구 수진동 32 1층 
산성분식,경기도 성남시 수정구 수진동 1055 
옛날감자탕 수진점,경기도 성남시 수정구 신흥동 6918-1 1층 
함경도식당,경기도 성남시 수정구 태평동 3691-6 1층 
호식이 두마리 치킨,경기도 성남시 수정구 태평동 4845 1층 
감자탕닭도리탕20년,경기도 성남시 수정구 신흥동 3436-9 2층 일부 
이가네명동찌개마을&불판삼겹살,경기도 성남시 수정구 복정동 689 1층 
아지트,경기도 성남시 수정구 태평동 3543 1층 
장호덕손만두,경기도 성남시 수정구 수진동 4567-20 1층 
꺼먹돼지,경기도 성남시 수정구 신흥동 2576 1층 
진미떡볶이,경기도 성남시 수정구 신흥동 5493-5 1층 
서서갈비 산성점,경기도 성남시 수정구 산성동 2125 1층 
막먹어포차,경기도 성남시 수정구 신흥동 5133 1층 
천상루,경기도 성남시 수정구 수진동 100 (2층) 
금성반점,경기도 성남시 수정구 복정동 715-13 1층 
농부의시골밥상,경기도 성남시 수정구 신흥동 5518 1층 
스파게티 올리브,경기도 성남시 수정구 복정동 686-1 1층 
골목 갈치조림 전문점,경기도 성남시 수정구 단대동 112-4 1층 
크라운호프 산성역점,경기도 성남시 수정구 산성동 1392 2층 
맛따라길따라,경기도 성남시 수정구 단대동 산 164-3 남한산성 민속식당(지하1층~지상2층) 6동 2호
신전떡볶이 태평점,경기도 성남시 수정구 태평동 3763 
카페엠,경기도 성남시 수정구 상적동 211-10 
청계가든,"경기도 성남시 수정구 상적동 211-1 1,2층 "
아자아자,경기도 성남시 수정구 신흥동 5497 지층 
투가리해장국,경기도 성남시 수정구 양지동 25 1층 
꿀꿀이키친,경기도 성남시 수정구 신흥동 3809 
옛날촌닭집,"경기도 성남시 수정구 단대동 1-2 지층,1층,2층,3층 "
자담치킨,경기도 성남시 수정구 수진동 4660 산호아파트상가 1층 108호 
교촌치킨,"경기도 성남시 수정구 신흥동 34 수정빌딩, 1층 일부호"
왕창뼈다귀감자탕,경기도 성남시 수정구 수진동 33-1 1층 
서울삼겹살(신흥동점),경기도 성남시 수정구 신흥동 3773 
제주생삼겹살 부대찌게,경기도 성남시 수정구 복정동 647 
프라임소야 숯불소고기 성남본점,경기도 성남시 수정구 신흥동 3417 1층 
회 있는 오천포차,경기도 성남시 수정구 양지동 854 2층 
옛골산장,경기도 성남시 수정구 상적동 215-1 1층 
봉가사철탕,경기도 성남시 수정구 신흥동 2537-3 1층 
태평포차,경기도 성남시 수정구 태평동 3801 1층 
태양,경기도 성남시 수정구 신흥동 2575-3 지1층 
진참치,경기도 성남시 수정구 수진동 3379-112 
연탄불삼겹살&계절음식,경기도 성남시 수정구 수진동 3268 
지민호프,경기도 성남시 수정구 신흥동 5543 2층 
민가네 포차,경기도 성남시 수정구 태평동 3129-2 1층 
알촌 성남직영점,경기도 성남시 수정구 복정동 709 1층 
진선,경기도 성남시 수정구 복정동 689-4 1층 
맛술,경기도 성남시 수정구 태평동 6987 지하1층 
밥풀,경기도 성남시 수정구 수진동 4612 
매봉산장,경기도 성남시 수정구 상적동 324 
조선육회 성남점,경기도 성남시 수정구 신흥동 2596-1 (1층) 
홍대칼국수와 족발,경기도 성남시 수정구 태평동 6923 외 1필지 
대박포차,경기도 성남시 수정구 태평동 2385 
짱구분식,경기도 성남시 수정구 신흥동 4201 1층 
할매순대국(동서울대점),경기도 성남시 수정구 복정동 678-2 
서편제,경기도 성남시 수정구 신흥동 5266 
빽다방 성남수진점,경기도 성남시 수정구 수진동 55-113 외2필지 1층 
집밥,경기도 성남시 수정구 수진동 164 1층 
수진인삼곱창,경기도 성남시 수정구 수진동 2991 
달달고기,경기도 성남시 수정구 단대동 161-4 1층 
원조태평동곱창,경기도 성남시 수정구 태평동 5477 
등촌샤브칼국수,경기도 성남시 수정구 양지동 543 1층 
마라킹,경기도 성남시 수정구 복정동 678-3 1층 
도모다찌오코노미야끼,경기도 성남시 수정구 복정동 694-4 (1층) 
황궁짜장,경기도 성남시 수정구 복정동 710-12 1층 
커피스타 수진점,경기도 성남시 수정구 수진동 313 2층 
초원의집,경기도 성남시 수정구 상적동 280-2 1층 
멕시카나 수진점,경기도 성남시 수정구 수진동 1289 (1층) 
찌개랑 밥이랑,경기도 성남시 수정구 수진동 4567-10 4567-11 수진동다가구주택 1층 
쭈꾸미쭈사장,경기도 성남시 수정구 태평동 3478 
수미정 풍천장어,경기도 성남시 수정구 수진동 75 (2층) 
정가네순대국,경기도 성남시 수정구 수진동 7 (1층) 
라공방,경기도 성남시 수정구 수진동 85 (1층) 
돈카츠 바이 명세준,경기도 성남시 수정구 복정동 715-13 1층 103호
참진짜장,경기도 성남시 수정구 복정동 689-1 (1층) 
한양본갈비,경기도 성남시 수정구 신흥동 109 2층 
의정부집부대찌개,경기도 성남시 수정구 태평동 6980 
짱구분식,경기도 성남시 수정구 신흥동 4137 1층 
육회랑 쭈꾸미랑,경기도 성남시 수정구 수진동 14 1층 
인생포차,경기도 성남시 수정구 신흥동 5547 (1층) 
와작,경기도 성남시 수정구 신흥동 6452 1층 전부 
산성옥,경기도 성남시 수정구 단대동 6-9 
성남바다,경기도 성남시 수정구 태평동 3428 (1층) 
고기마당,경기도 성남시 수정구 양지동 6 1층 
지금은 김밥시대,경기도 성남시 수정구 신흥동 5932 (1층) 
족발야시장 성남신흥점,경기도 성남시 수정구 신흥동 2501 (1층) 
해신회(수산시장),경기도 성남시 수정구 태평동 6038 2층 
피자스쿨,경기도 성남시 수정구 산성동 1391 (1층) 
국가대표 수진점,경기도 성남시 수정구 수진동 75 (1층) 
시골밥상,경기도 성남시 수정구 신흥동 5557 외2필지 (1층) 
원조숯불대박갈비,경기도 성남시 수정구 태평동 3693-25 (2층) 
푸주옥설렁탕,경기도 성남시 수정구 시흥동 223 
257 의정부 부대찌개,경기도 성남시 수정구 복정동 689-5 외1필지 (1층) 
전주밥상,"경기도 성남시 수정구 신흥동 5551 5552, 5553 (1층) "
그린,경기도 성남시 수정구 신흥동 5978 1층 
청계산장2,경기도 성남시 수정구 상적동 212-4 (2층) 
왕십리곱창,경기도 성남시 수정구 태평동 3517 (1층) 
숯골 전주 콩나물국밥,경기도 성남시 수정구 태평동 7339-6 1층 
동키치킨,경기도 성남시 수정구 복정동 696-2 (1층) 
옛날,경기도 성남시 수정구 신흥동 2528 (1층) 
복정고을,경기도 성남시 수정구 복정동 678-3 1층 
스시마루,경기도 성남시 수정구 태평동 3471-1 (1층) 
돼지게티 모란,경기도 성남시 수정구 신흥동 5192 1층 
민속식당,경기도 성남시 수정구 복정동 696-2 1층 
밥은화(火) 복정점,경기도 성남시 수정구 복정동 690-8 
도시농원,경기도 성남시 수정구 복정동 685-7 1층 
고기싸롱,경기도 성남시 수정구 수진동 2963 (1층) 
테스형포차,경기도 성남시 수정구 수진동 84-1 2층 
영애숙성양갈비,경기도 성남시 수정구 수진동 84-2 외1필지 
정우꼬치 맛있는꼬치,경기도 성남시 수정구 신흥동 6900 1층 일부호 
79대포 성남은행점,경기도 성남시 수정구 양지동 548 
천수정,경기도 성남시 수정구 고등동 546-1 
선착장,경기도 성남시 수정구 태평동 3402-1 1층 
마장동고기집 태평점,경기도 성남시 수정구 태평동 6410 1층 일부 
위스키데이,경기도 성남시 수정구 태평동 3486-1 지층 
털보네식당,경기도 성남시 수정구 단대동 28-3 (1층) 
메가엠지씨(MGC)커피 성남대로점,"경기도 성남시 수정구 수진동 4002 밀란체2,지하1층 B105호 "
고향촌식당,경기도 성남시 수정구 신흥동 5493-6 1층 
할매순대국,경기도 성남시 수정구 양지동 533 1층 
초록향기,경기도 성남시 수정구 상적동 251-1 1층 
깨순이김밥,경기도 성남시 수정구 신흥동 2465-7 (신동아파라디움129호) 
태평회포차,경기도 성남시 수정구 태평동 6111 1층 일부 
보드람치킨(태평역점),경기도 성남시 수정구 태평동 3396 1층101호 
칼국수를 드시면 스테이크를 드립니다,경기도 성남시 수정구 태평동 3635 1층 
낭만회포차,경기도 성남시 수정구 수진동 1800 외 3필지  1층 
자담치킨(신흥점),경기도 성남시 수정구 신흥동 5541 1층 
천하통일 회 수중공원,경기도 성남시 수정구 수진동 4557 외1필지 
미국가주 우육면,경기도 성남시 수정구 수진동 2980-1 1층 
영광식당,경기도 성남시 수정구 수진동 163 1층 
붐비어,경기도 성남시 수정구 태평동 1680 1층 
건배포차,경기도 성남시 수정구 신흥동 5487-1 1층 
김밥분식,경기도 성남시 수정구 수진동 3991 (103호) 
오케이(OK)치킨호프,경기도 성남시 수정구 양지동 548 2층 
숙이네 완도식당,경기도 성남시 수정구 신흥동 5453 1층 
성심 순대국,경기도 성남시 수정구 단대동 60-5 1층 
유정혜 등촌 샤브 칼국수,경기도 성남시 수정구 복정동 685-8 1층 
병천대성순대국,경기도 성남시 수정구 태평동 3763 1층 
수진호프,경기도 성남시 수정구 수진동 1798 1층 
해탄 성남은행점,경기도 성남시 수정구 양지동 226 1층 
업&다운,경기도 성남시 수정구 복정동 690 1층 
위드치킨호프,경기도 성남시 수정구 수진동 83-2 1층 
큰마루,경기도 성남시 수정구 수진동 4567-24 외1필지  1층 
한중회담 성남본점,경기도 성남시 수정구 신흥동 5519 101호
강나루유황오리,경기도 성남시 수정구 태평동 3480 1층 
쭈꾸미아저씨,경기도 성남시 수정구 산성동 1528-1 
리우차이,경기도 성남시 수정구 태평동 5110 3층 
스타동,경기도 성남시 수정구 복정동 689-5 1층 
송탄부대찌개삼겹살,"경기도 성남시 수정구 사송동 546-2 1,2층 "
봉평메밀막국수(성남점),경기도 성남시 수정구 양지동 31 1층 
소풍,경기도 성남시 수정구 태평동 6455 102호 
수지 빈대떡 태평점,경기도 성남시 수정구 태평동 3642 1층 
바다마을,경기도 성남시 수정구 신흥동 5168 1층 
렌,경기도 성남시 수정구 신흥동 4110 2층 
숙이네포차3050,경기도 성남시 수정구 신흥동 2579-2 지하1층 
옛골토성 위례점,"경기도 성남시 수정구 창곡동 507 위례 보미리즌빌,2층206~208호 "
판교양평해장국 막국수,경기도 성남시 수정구 시흥동 221-1 1층 
육미제당 성남이마트점,경기도 성남시 수정구 신흥동 3436-17 1층 
최식당,경기도 성남시 수정구 태평동 6385 1층 
광어한마리,경기도 성남시 수정구 수진동 82 1층 
잉카바베큐(수진점),경기도 성남시 수정구 수진동 2992 외1필지 104호 
이디아,경기도 성남시 수정구 복정동 686-1 1층 
쩡이맥주,경기도 성남시 수정구 복정동 711-3 1층 
도미노피자 성남태평점,경기도 성남시 수정구 태평동 6113 1층 
맘스터치 태평역점,경기도 성남시 수정구 수진동 2965 104호
88포장마차 복정점,경기도 성남시 수정구 복정동 690-1 1층 
동해코다리찜,경기도 성남시 수정구 수진동 2992 (102호) 
정원식당,경기도 성남시 수정구 시흥동 280-4 B107호 
양지생고기식당,경기도 성남시 수정구 단대동 66-6 1층 
도담식당,경기도 성남시 수정구 신흥동 3436-2 101호
고래고래,경기도 성남시 수정구 신흥동 5517 
주식회사 한소반쭈꾸미(상적점),경기도 성남시 수정구 상적동 25-1 1층 
주식회사 한소반쭈꾸미(상적점),"경기도 성남시 수정구 상적동 25-13 1,2층 "
옛촌왕돌삼겹살,경기도 성남시 수정구 수진동 2944 1층 
고기좋아,경기도 성남시 수정구 태평동 5116 
소풍,경기도 성남시 수정구 신흥동 5910 지층 
킹콩부대찌개 성남신흥점,경기도 성남시 수정구 신흥동 2463-4 한신프라자 지하60호 
